tier,business_name,vertical,group,website_url,city_area,email,email_source_url,owner_name,phone,site_score,site_signals,size_check,optout_notice,qualified,disqualify_reason,notes
phone,Ottawa Garage Door Services,Garage door installation,B,https://www.ottawagaragedoorservices.com/,Ottawa / Barrhaven / Kanata / Orleans,,,,613-299-4834,4,stale_content;no_social_proof;footer_year_2021_or_older_or_none;free_template,PASS - small residential/commercial one-person operation WP site from 2018 call or text only,FALSE,FALSE,no public email - contact form only no email address found on site,Old WP site all images from 2018 no reviews or testimonials visible. Phone 613-299-4834 same as Ottawa Appliance Installation likely same owner Brian. Call or text for quotes. Serves Ottawa Kanata Orleans Barrhaven Manotick Stittsville.
phone,Belmar Precision,Machine shops,A,https://www.belmarprecision.com/,Nepean,,,,613-820-3197,4,footer_year_2021_or_older_or_none;no_clear_cta;no_social_proof;design_pre_2018,PASS - small prototype shop; single Nepean location,FALSE,FALSE,no_public_email,Welcome to Ottawa's finest Prototype Machine shop - specializes in small run prototype and pre-production machining; ISO/ITAR approved vendor; no email on site; very old basic HTML site (2020 copyright) | Also appears under vertical(s): Tool & die / precision mfg.
phone,Bytown Welding,Mobile welding,B,https://www.bytownwelding.com/,Nepean,,,,613-282-0392,4,footer_year_2021_or_older_or_none;design_pre_2018;no_social_proof;stale_content,"PASS - single location CWB certified small shop, 12 years established, no chain indicators",FALSE,FALSE,"no public email - contact form only, email obfuscated behind click-to-email link","24/7 emergency welding, open 365 days, mobile and in-shop, boat/heavy equipment/residential, mentions Ottawa Airport and Pizza Pizza as clients | Also appears under vertical(s): Boat / marine repair, Metal fabrication / welding."
phone,JND Paving Inc,Paving / asphalt sealing,B,https://www.jndpaving.com/,Ottawa / Orleans,,,,613-762-7473,4,free_template;no_clear_cta;no_social_proof;stale_content,PASS - local Ottawa/Orleans paving company; single location Wix site; 60yr combined team experience but no franchise indicators,FALSE,FALSE,no public email - contact form only,Asphalt paving; resurfacing; sealing; interlock; concrete; epoxy floors; Orleans area focus; no email visible on site
phone,A1 Tophat Blackcoat Corp,Paving / asphalt sealing,B,https://a1tophat.com/,Ottawa / Kanata / Nepean,,,,613-265-9498,4,design_pre_2018;no_clear_cta;no_social_proof;stale_content,PASS - since 2002 local small operator; sells bulk sealer/equipment suggesting small independent,FALSE,FALSE,no public email - contact form only,Driveway sealing; paving; interlock; landscaping; commercial; also sells bulk sealer and equipment retail; since 2002; older HTML site
phone,Splash Well Drilling,Well drilling / water treatment,B,http://www.splashwelldrilling.ca/,"Prescott, ON",,,,613-925-4885,4,no_ssl;footer_year_2021_or_older_or_none;no_social_proof;design_pre_2018,"PASS - family run since 1986, single location Prescott ON, serves Ottawa area",FALSE,FALSE,no public email,Residential/commercial/geothermal well drilling. Service area Gananoque to Cornwall and north to Ottawa. Contact form only no email shown. Copyright 2015 old design no SSL.
phone,Saunders Well Drilling Ltd.,Well drilling / water treatment,B,https://www.saunderswelldrilling.ca/,"Pembroke, ON",,,Troy Saunders,613-732-4923,4,design_pre_2018;footer_year_2021_or_older_or_none;no_social_proof;stale_content,"PASS - family owned, owner Troy Saunders, single location Pembroke Ottawa Valley",FALSE,FALSE,no public email - contact email experts@mackinnonwater.com is not on own domain,"Well drilling, pumps, hydrofracturing, well sealing. Ottawa Valley. Owner Troy Saunders 30+ yrs experience. Wells for Africa charity on site."
phone,Hills & Valley Water Systems Inc.,Well drilling / water treatment,B,https://www.watertreatmentottawa.ca/,"Russell, ON",,,,613-979-7873,4,footer_year_2021_or_older_or_none;no_social_proof;stale_content;design_pre_2018,"PASS - single location Russell ON, local operation, MOE licensed well contractor",FALSE,FALSE,no public email,"Residential and commercial water treatment. Water softeners, iron/sulphur filters, RO, UV. Serves Ottawa, Kingston, Cornwall, Brockville. Contact form only no email shown. Copyright 2016."
phone,Shouldice Mechanical Inc.,Commercial HVAC / mechanical,A,https://shouldicemechanical.com/,Carp (Ottawa),,,,613-839-0846,3,no_clear_cta;stale_content;no_social_proof,"PASS - single location Carp, acquired Murray H&C but still small commercial shop, 39 reviews",FALSE,FALSE,no public email,"Commercial HVAC 25+ years; rooftop units, chillers, lab systems; recently acquired residential division; contact is form-only via Zoho; Webshark site 2024; mentions missed calls issue via contact form only"
phone,Baxtec Mechanical Services,Commercial HVAC / mechanical,A,https://www.baxtec.com/,Ottawa,,,,613-738-7450,3,no_clear_cta;stale_content;design_pre_2018,"PASS - single Ottawa location, commercial/industrial only, group photo shows small team, no chain indicators",FALSE,FALSE,no public email,"Commercial and industrial HVAC since 1983; design-build, controls, maintenance, plumbing; 2470 Don Reid Dr Ottawa; no email exposed - contact form only; blog and careers page; testimonials page present"
phone,Nepean Electric Co. Ltd.,Commercial electrical,A,https://www.nepeanelectric.com,Nepean / Ottawa,,,,613-829-2765,3,free_template;no_clear_cta;no_social_proof,"PASS - family-owned 3+ generations since 1971, single location, Wix site, small team",FALSE,FALSE,no public email on own domain (nepeanelectric@rogers.com is rogers.com not own domain),"Residential and commercial/industrial since 1971; 50+ years service; 24-hr emergency; Wix-built site with no reviews section, form CTA only"
phone,Mike Fuller Electric Inc.,Commercial electrical,A,https://mikefullerelectric.com,Ottawa,,,Mike Fuller,613-225-3249,3,footer_year_2021_or_older_or_none;stale_content;no_clear_cta,"PASS - family-owned 30+ years, single Ottawa location, primarily residential",FALSE,FALSE,no public email on own domain (mikefullerelectric@rogers.com is not own domain),Family business: residential rewiring panel upgrades; offers commercial; footer copyright 2018/2020 content dated; primarily residential
phone,DB Electric,Commercial electrical,A,https://dbelectricottawa.ca,North Gower / Ottawa,,,,613-227-5919,3,footer_year_2021_or_older_or_none;no_clear_cta;stale_content,"PASS - small single-location contractor, North Gower address, ESA #7014106, no team page",FALSE,FALSE,no public email on own domain (contact form only no email address shown on site),Residential and commercial electrician; older WordPress site; copyright 2020/2024; Homestars link for reviews; 2 Melissa Court Ottawa
phone,Beaver Decks,Deck & fence builders,B,https://www.beaverdecks.com/,Ottawa,,https://www.beaverdecks.com/,,613-698-5089,3,free_template;no_social_proof;stale_content,"PASS - small local, started 2018, Ottawa-area only",FALSE,FALSE,no public email on own domain - only beaverdecks@gmail.com,Decks fencing interlock home renovations. Since 2018. Wix site with basic content. Images from 2019. No own-domain email disqualifies.
phone,Ottawa Appliance Installation,Garage door installation,B,https://www.ottawaapplianceinstallation.com/,Ottawa / Kanata / Orleans / Barrhaven,,,Brian,613-299-4834,3,stale_content;no_social_proof;footer_year_2021_or_older_or_none,PASS - small one-person operation garage door opener installs only old WP site from 2019,FALSE,FALSE,no public email - contact form only no email address found on site,Owner Brian same phone as Ottawa Garage Door Services. Opener installation specialist. Old WP site 2019-2021 images. No reviews visible. Same-day/next-day service.
phone,Elite Tree Services,Tree services / arborists,B,https://www.its-elite.com/,Stittsville / Kanata,,,,613-806-4461,3,free_template;no_social_proof;footer_year_2021_or_older_or_none,"PASS - Derek Howe owner, small crew, Stittsville, Wix site, no franchise",FALSE,FALSE,no public email on own site - Wix contact form only,"Owner Derek Howe, small crew, basic Wix free-template site (shared with Elite Snow Removal seasonal biz). No reviews/testimonials on site, no footer year. Site scores 3 but has no own-domain email (Wix form + chat only). July active pruning/removal season."
score2,P. Parent Marine Services,Boat / marine repair,B,https://parentmarineservices.ca/,Ottawa,parentmarineservices@outlook.com,https://parentmarineservices.ca/contact/,Pat Parent,613-894-2350,2,footer_year_2021_or_older_or_none;stale_content,"PASS - solo operator, mobile marine shop serving Ottawa area",FALSE,FALSE,site_score below 3 (score=2),"Mobile marine shop, engine diagnosis and repair, winterizing, storage, SeaDek installation; owner Pat mentioned in testimonials; active Kenect SMS chat widget; July peak season urgency applies"
score2,Ring Electric Inc.,Commercial electrical,A,https://ringelectric.ca,Nepean / Ottawa,admin@ringelectric.ca,https://ringelectric.ca/contact,,613-421-4442,2,free_template;no_clear_cta,"PASS - locally family-owned 20+ years, single Nepean location, small residential crew",FALSE,FALSE,site_score below 3; primarily residential (rewiring panels hot tubs) commercial services not prominently featured,"Primarily residential: rewiring, panel upgrades, EV chargers. Yes to small jobs. GoDaddy template site. 27 Northside Road Nepean."
score2,Mr Foundation,Concrete / foundation / waterproofing,B,https://mrfoundation.com/,Ottawa,info@mrfoundation.com,https://mrfoundation.com/,,613-746-7300,2,stale_content;no_social_proof,PASS - family-owned single Ottawa location since 1992; careers page but only 4 trade/estimator roles,FALSE,FALSE,site_score below 3 - modern WP site with active blog and visible reviews,"Foundation repair, waterproofing, crack repair, egress windows; family-owned since 1992; actively hiring estimator + crew; mentions 'no missed calls' and streamlined communications as selling points"
score2,Renco Home Improvements,Concrete / foundation / waterproofing,B,https://renco.ca/,Ottawa,terry@renco.ca,https://renco.ca/about,Terry Fraser,613-859-9006,2,stale_content;no_social_proof,PASS - sole owner Terry Fraser; Ottawa only since 2002; small single-operator firm,FALSE,FALSE,site_score below 3 - clean modern WP with active blog and reviews page,Owner Terry Fraser deals directly with every client; foundation crack + waterproofing + radon testing + basement renos; mentions fixed-price estimates; transferable lifetime warranty; blog updated 2024
score2,Ottawa Deck Pro,Deck & fence builders,B,https://www.ottawadeckpro.ca/,Stittsville / Ottawa West,hello@ottawadeckpro.ca,https://www.ottawadeckpro.ca/contacts,,613-639-1744,2,free_template;stale_content,"PASS - small local, single address 6930 Fallowfield Rd",FALSE,FALSE,site_score < 3,Decks railings fencing staining. Wix site. BBB accredited. July peak - mentions free estimates. Ottawa West focus.
score2,Check The Deck,Deck & fence builders,B,https://checkthedeck.ca/,Ottawa,luc@checkthedeck.ca,https://checkthedeck.ca/,Luc Doiron,613-501-1944,2,free_template;stale_content,"PASS - sole operator Luc Doiron, local small contractor",FALSE,FALSE,site_score < 3,"Custom decks wood/composite/PVC, Flexstone coatings installer. Owner Luc Doiron. Strong named Google reviews. Borderline score - good near-future prospect."
score2,Ottawa Gatineau Fencing,Deck & fence builders,B,https://ottawagatineaufencing.ca/,Ottawa (1184 Carling Ave),info@ottawagatineaufencing.ca,https://ottawagatineaufencing.ca/,,613-513-4592,2,no_clear_cta;stale_content,"PASS - small local Ottawa-based, single location",FALSE,FALSE,site_score < 3,Residential and commercial fencing Ottawa and Gatineau. PVC wood chain link ornamental iron hybrid. Modern dotcom-powered site. Serves both ON and QC.
score2,MWA Construction,Interlock / hardscaping,B,https://mwaconstruction.ca,Gloucester / Ottawa,info@mwaconstruction.ca,https://mwaconstruction.ca/index.php/contact/,Wesam,613-323-2778,2,broken_elements;no_social_proof,PASS — small owner-run; single location (3926 Leitrim Rd Ottawa); no franchise/chain signals,FALSE,FALSE,site_score only 2 — does not meet 3+ threshold; site launched March 2025 but counter stats show 0 (JS animation) and limited social proof on own site,Interlock; landscape; hardscape; concrete; paving. Residential and commercial. 10-yr warranty. Owner Wesam on-site. Leitrim Rd Ottawa. Site is very new (March 2025) — could score higher with more signals checked. Peak season July.
score2,WCI Construction (WCI Ottawa),Paving / asphalt sealing,B,https://wciottawa.com/,Kanata / Ottawa,info@wciottawa.com,https://wciottawa.com/contact/,Greg,613 224 4600,2,no_clear_cta;stale_content,PASS - owner Greg runs small crew; 30+ years local; single location; small team-scale testimonials,FALSE,FALSE,"site score below threshold - decent WP site, clear social proof",Residential and commercial paving; concrete; interlock; hardscaping; landscaping; snow removal; owner Greg praised by name in reviews; July peak urgency
score2,L-D Tool & Die,Tool & die / precision mfg,A,https://www.ldtool.com/,Stittsville,info@ldtool.com,https://www.ldtool.com/profile,,(613) 416-6451,2,no_social_proof,PASS - single location Stittsville owner-operated feel no investor relations,FALSE,FALSE,site_score<3 - modern site with clear CTA and Client Reviews page; social media active,Plastic injection moulding + mould making; pushes Canada vs China cost narrative; 3-week lead times; medical/security/commercial sectors; ISO 9001:2015 + ISO 13485
unqualified,Dave Irish Well Drilling,Well drilling / water treatment,B,https://well-drilling.ca/,"Brockville, ON",,,Dave Irish,,3,no_ssl;footer_year_2021_or_older_or_none;no_social_proof,"PASS - single operator, local Eastern Ontario, 35+ years experience",FALSE,FALSE,no public email,"Well drilling, pump systems, well upgrades, abandonment. 35+ years. Serves Prescott, Kemptville, Merrickville, Brockville area. Contact form only."
unqualified,Aim Marine Inc,Boat / marine repair,B,https://aimmarine.ca/,"Carp, ON",,,,613-831-1246,2,footer_year_2021_or_older_or_none;stale_content,"PASS - small Mercury specialist shop, 35+ years experience, 6500+ customers",FALSE,FALSE,no public email on site - only web form and mailing address; employment page lists resume drop-off address only,"Mercury Marine certified, outboard repair, fibreglass, winterizing, outside storage; Carp ON location; 2009 established; mentions peak summer demand and timely service"
unqualified,Kavanagh Masonry,Chimney & masonry repair,B,https://www.kavanaghmasonry.com/,Ottawa,,,,613-859-5090,2,free_template;footer_year_2021_or_older_or_none,"PASS - single Ottawa location, no franchise signals",FALSE,FALSE,no public email - only Gmail not on own domain,"Repointing, chimney repair, parging; Red Seal certified mason; Wix site copyright 2021; active blog; address 7246 Mansfield Rd"
unqualified,Hometown Electrical Services,Commercial electrical,A,https://hometownelectricalservices.ca,Gloucester / Ottawa,,,,613-748-1167,2,no_clear_cta;no_social_proof,"PASS - family-run, single Gloucester location, 24+ years, no careers page visible",FALSE,FALSE,no public email on own domain (hometownelectrical@hotmail.com is not own domain),"Family-run since 2000, residential and commercial, 5000+ customers claimed, 24-hr emergency; mentions large commercial Kanata; 1421 Bortolotti Crescent Gloucester"
unqualified,Slava Electrics Inc.,Commercial electrical,A,https://slavaelectrics.ca,Ottawa,,,,613-400-1132,2,no_social_proof;footer_year_2021_or_older_or_none,PASS - solo operator 15+ years experience single-person business no team page,FALSE,FALSE,no public email on own domain (email is slavadeh@gmail.com not own domain),Residential and commercial renovations new construction EV chargers solar generators; 15+ years; solo operator very small shop
unqualified,The Foundation Experts,Concrete / foundation / waterproofing,B,https://thefoundationexperts.com/,Ottawa,,,,613-227-2006,2,stale_content;no_clear_cta,PASS - family-owned local Ottawa since 1995; single Ottawa office; A+ BBB,FALSE,FALSE,no public email - contact page shows phone + quote form only; no email on own site,30+ yrs Ottawa; foundation repair + structural + concrete + waterproofing + basement lowering; BBB A+; serves Orleans/Kanata/Nepean/Barrhaven; commercial work too
unqualified,Ottawa Crane Rental,Crane / rigging / industrial equip,A,http://ottawacranerental.com/,Ottawa,info@ottawacranerental.com,http://ottawacranerental.com/contact/,,613-225-8250,2,no_social_proof;footer_year_2021_or_older_or_none,FAIL - division of Barrie Crane Rental Ltd (multi-city parent company),FALSE,FALSE,size FAIL - parent company Barrie Crane Rental Ltd with multiple locations,50 years experience; 24hr emergency service; ISN member; $5M liability; boom trucks to 180 ton mobile cranes; testimonials on site; mentions Riley (ops mgr) and Gerry (operator) by name
unqualified,Dulepka Cranes,Crane / rigging / industrial equip,A,https://dulepka.ca/,Ottawa,sales@dulepka.ca,https://dulepka.ca/en,Brian Campbell,613-822-0123,2,footer_year_2021_or_older_or_none;no_social_proof,FAIL - purchased 2019 by Brian Campbell who also owns Richard Steel crane company; two-company operation,FALSE,FALSE,size FAIL - parent operator owns Richard Steel (separate crane company in same region),Founded 1967 by Robert Dulepka; boom truck and mobile crane rental 2-500 ton; Ottawa and Gatineau region; OCA member NCHCA member ISN member; footer year 2020; XemmeX custom design; career page present
unqualified,Duff Boom Truck Services,Crane / rigging / industrial equip,A,https://duffboomtruck.ca/,Arnprior,,,,613-913-8304,2,free_template;no_social_proof,PASS - single-operator owner-run boom truck service Arnprior (Ottawa Valley) since 1998,FALSE,FALSE,no public email,Since 1998; Ottawa Valley; licence plate MR LIFTR; Manitex boom truck; Squarespace site; contact email is duffboomtruck@hotmail.ca (not own domain - disqualifies); call-for-quote model; construction telecom and misc lifts; small solo operation
unqualified,Ottawa Paving & Interlock,Interlock / hardscaping,B,https://www.ottawapavingandinterlock.com,Manotick,,,,613-601-7830,2,footer_year_2021_or_older_or_none;no_clear_cta,FAIL — subsidiary of Bellissimo DreamWorks Inc; parent company relationship,FALSE,FALSE,parent company/subsidiary; no public email on own site,Interlock walkways/steps/columns; residential paving; pool surrounds; retaining walls; driveways. Serves Ottawa/Greely/Barrhaven/Kanata/Manotick/Nepean/Stittsville. 40+ yrs history. No email = CASL no-go.
unqualified,Ottawa Retaining Walls,Interlock / hardscaping,B,https://www.ottawaretainingwalls.com,Ottawa,,,,343-633-2611,2,no_social_proof;no_clear_cta,FAIL — division of Frontier Excavation Ltd; parent company,FALSE,FALSE,parent company (Frontier Excavation Ltd); no public email on own site,Concrete block; boulder; blast rock; poured concrete; Allan block; gabion retaining walls. Serves Barrhaven/Bells Corner/Orleans/Kanata/Nepean/Stittsville/Vanier.
unqualified,Dynasteel Welding & Fabrication,Metal fabrication / welding,A,https://www.dynasteelwelding.com/,Ottawa,,,,613-853-0353,2,free_template;no_social_proof,PASS - small single-location Ottawa shop,FALSE,FALSE,no own-domain email (Google Sites contact form; no email address shown on site),Welding and fabrication; aluminum/stainless; Ottawa area; Google Sites platform - minimal web presence; no email exposed
unqualified,Ritchie's Welding Inc.,Mobile welding,B,https://www.ritchieswelding.ca/,Gloucester,accounts@ritchieswelding.ca,https://www.ritchieswelding.ca/contact-us,,613-822-2982,2,footer_year_2021_or_older_or_none;no_clear_cta,"FAIL - Tekla 3D/AutoCAD modelling, numerous certified welders+erectors, government contracts, multi-million dollar production stated, modern Wix site with engineering services",FALSE,FALSE,"size FAIL - too large; multi-million dollar projects, government procurement, in-house engineering, multiple erection crews","35+ years, government/commercial/residential, structural and miscellaneous steel, PythonX beamline plasma cutting - clearly a mid-size fabrication company not a truck welder | Also appears under vertical(s): Metal fabrication / welding."
unqualified,Hovey Industries Ltd.,Powder coating / finishing,A,https://hovey.ca/,Ottawa (Gloucester),sales@hovey.ca,https://hovey.ca/painting/,,613-822-1765,2,stale_content;no_clear_cta,"FAIL - ISO 9001 certified manufacturer with 6 divisions (prototyping/manufacturing/railroad/metalworks/painting/DC Genset), likely 20+ staff",FALSE,FALSE,"size FAIL - multi-division industrial manufacturer, ISO 9001 certified, railroad clients, clearly 20+ staff",Powder coating is one of 6 divisions. Primary business is railroad products and manufacturing. Added powder coating as ancillary service.
unqualified,Excel Precision Machining Inc.,Tool & die / precision mfg,A,https://epminc.ca/,Ottawa,,,,613.822.9381,2,no_clear_cta;no_social_proof,FAIL - DFARS/ITAR/AS9100D/CGP/NIST certifications indicate government-contract scale; aerospace/defense/military focus suggests 50+ employees,FALSE,FALSE,FAIL size; no email on own site,Aerospace/military/medical CNC; heavy certification stack; private/govt clients North America | Also appears under vertical(s): Machine shops.
unqualified,Ottawa Mould Craft Ltd.,Tool & die / precision mfg,A,https://www.ottawamould.com/,Ottawa,,,,,2,design_pre_2018;no_social_proof,FAIL - 50+ years in industry; Customer/Supplier Portal in nav; turnkey/contract manufacturing scale; ISO 9001:2015,FALSE,FALSE,FAIL size - 50+ years / customer-supplier portal / large operation,Full-service injection moulding; mould design + manufacturing; controlled goods registered; too large for campaign
unqualified,Aspen Tree Experts,Tree services / arborists,B,https://www.aspentreeexperts.ca/,Orleans,,,,613-277-2147,2,free_template;no_social_proof,"PASS - tiny 3-page site, Orleans-based, residential/commercial, very small operation",FALSE,FALSE,no public email on own domain - only aspentreeottawa@gmail.com,"Very small 3-page template site (footer 'Global Marketing Group'), stock imagery, no testimonials page (only a Google rating embed). Orleans/Kanata coverage. Gmail-only email. Weak web presence = good pitch target if email obtainable. July active season."
unqualified,Kemptville Marine,Boat / marine repair,B,https://www.kemptvillemarine.com/,Kemptville (Ottawa Valley),brandon@kemptvillemarine.com,https://www.kemptvillemarine.com/,Brandon Hurlbert,613-913-8510,1,stale_content,"PASS - single owner-operator Brandon Hurlbert, 30+ years certified tech",FALSE,FALSE,site_score below 3 (score=1); also slightly outside Ottawa geography (Kemptville/North Grenville),"Engine repair, diagnostics, winterizing, shrink wrap, storage; transparent pricing on site; works directly with owner; serves Ottawa Valley; July peak season"
unqualified,SNR Marine,Boat / marine repair,B,https://snrmarine.ca/,"Wendover, ON",info@snrmarine.ca,https://snrmarine.ca/contact-us/,,613-673-1668,1,stale_content,"PASS - small family business, formerly Andre Lalonde Marine, two owner-mechanics Kevin and Joel",FALSE,FALSE,site_score below 3 (score=1); location in Wendover ON is outside stated Ottawa geography (~80km east),"Mercury certified mechanics, boat sales (Crestliner), marina on Ottawa River, docks/lifts, winterizing/storage; 2025 copyright; French/English bilingual"
unqualified,Long Island Marina,Boat / marine repair,B,https://www.longislandmarina.ca/,"Kars, ON",Info@longislandmarina.ca,https://www.longislandmarina.ca/contact/,Kevin (owner per reviews),613-489-2747,1,stale_content,"FAIL - their own about page states 'small we are NOT'; multi-brand dealer (Crownline/Mirrocraft/Montego Bay/Suzuki), 80 slips",FALSE,FALSE,"size FAIL - self-described as not small, 4-brand dealership, 80 slips, multiple mechanics on site","Full service marina, boat sales and rentals, Sea-Doo rentals, Rideau River location near Kars/Manotick"
unqualified,Specialized Chimney Services,Chimney & masonry repair,B,https://specializedchimneyservices.com/,Ottawa,,,Chris Charron,613-261-0975,1,footer_year_2021_or_older_or_none,"PASS - solo owner/operator since 2015, single Ottawa location",FALSE,FALSE,no public email - only Gmail not on own domain,"Chimney restoration, rebuild, cleaning, gas liners, masonry/repointing; owner Chris Charron 17+ yrs experience; WordPress footer 2021; active blog; call for free quote"
unqualified,MOIO Masonry,Chimney & masonry repair,B,https://www.moiomasonry.com/,Ottawa,,,Pietro,613-978-6500,1,free_template,"PASS - family business, single Ottawa location",FALSE,FALSE,no public email - only sympatico ISP email not on own domain,"Brick, chimney, block, stone masonry; family business owner Pietro; Wix site; commercial clients include Ottawa Catholic Board and Tomlinson"
unqualified,Stonehenge Masonry Company,Chimney & masonry repair,B,https://stonehengemasonry.ca/,Ottawa,info@stonehengemasonry.ca,https://stonehengemasonry.ca/,,613-612-8855,1,stale_content,"PASS - locally owned and operated since 2006, single Ottawa location",FALSE,FALSE,"site_score below 3 - only 1 signal; blog page empty, old Consumer Choice awards 2016/2017","Natural stone, brick repointing, chimneys, foundations, patios, stairs; BBB accredited; WSIB certified; Consumer Choice 2016/2017; blog renders empty"
unqualified,DN Masonry,Chimney & masonry repair,B,https://dnmasonry.ca/,Ottawa (Nepean),,,,613-869-2745,1,no_social_proof,"PASS - Nepean-based contractor, single location, BBB listed",FALSE,FALSE,no public email - only Gmail not on own domain,"Chimney repair, spalling bricks, foundation, repointing; BBB Ottawa/Nepean; custom WP theme"
unqualified,PSL Mechanical Heating and Air Conditioning Inc.,Commercial HVAC / mechanical,A,https://pslmechanical.com/,Ottawa,info@pslmechanical.com,https://pslmechanical.com/contact/,,613-627-2191,1,no_social_proof,"PASS - Ottawa only, since 2011, small shop, 17 Google reviews, no chain/franchise",FALSE,FALSE,"site_score below 3 - modern 2024-25 Webshark site with CTA, SSL, active blog, reviews widget","Commercial + residential HVAC and plumbing; City of Ottawa and Evans Elattar as clients; boilers, RTUs, chillers, pneumatic controls; 74 Auriga Ottawa; online quote form and heat pump shop"
unqualified,Dion Comfort Heating & Cooling Ltd.,Commercial HVAC / mechanical,A,https://dioncomfort.com/,Ottawa,info@dioncomfort.com,https://dioncomfort.com/about/,Frank Dion,613-301-1333,1,no_clear_cta,"PASS - owner Frank Dion shown, approx 10-11 staff team page, one location, local Ottawa",FALSE,FALSE,"site_score below 3 - modern site by WebMarketers 2021-2026, active blog, CTA buttons, testimonials present","Residential + commercial HVAC; furnaces, AC, heat pumps, fireplaces, plumbing; Rheem Pro Partner; WebMarketers-built site suggesting active marketing vendor; commercial HVAC page listed"
unqualified,TYFAR Electric Inc.,Commercial electrical,A,https://tyfarelectric.com,Dunrobin / Ottawa,service@tyfarelectric.com,https://tyfarelectric.com/contact/,,613-225-8585,1,no_social_proof,"PASS - 2nd-generation family business, 3 licensed master electricians, single Ottawa-area location",FALSE,FALSE,site_score below 3 (score=1: strong testimonials active 2026 blog clear CTA),"Commercial tenant fit-ups, LED retrofits, design-build, EV chargers; emphasizes code compliance; active blog updated June 2026; 2nd-gen family business Dunrobin ON"
unqualified,Lumos Electric Inc.,Commercial electrical,A,https://www.lumoselectric.ca,Ottawa,s.cleator@lumoselectric.ca,https://www.lumoselectric.ca/contact-us/,Scott Cleator / Rob Bittner,613-355-9793,1,free_template,"PASS - 2-owner shop (Scott Cleator + Rob Bittner), single Ottawa office, founded 2017",FALSE,FALSE,site_score below 3 (modern WordPress with testimonials active blog named owner contacts),"Micro breweries, restaurants, retail, medical, office wiring; 10+ years combined; co-owners named master electricians; Locations sub-pages are SEO-only not real offices"
unqualified,Ardoch Electric Inc.,Commercial electrical,A,https://www.ardoch.ca,Kanata / Ottawa,info@ardoch.ca,https://www.ardoch.ca/,,613-591-5581,1,free_template,FAIL - dedicated Procurement page in main nav indicating formal procurement portal for larger clients,FALSE,FALSE,size FAIL - procurement portal in main nav (ardoch.ca/procurement); positions as contractor of choice for medium-large clients,"New construction, commercial, residential, fire alarms; Webflow modern site rebuilt 2025; 24/7 emergency service; Kanata ON"
unqualified,Ottawa Electric,Commercial electrical,A,https://ottawa-electric.ca,Ottawa / Kanata,,,Matt Fortin,,1,no_clear_cta,PASS - family-owned Matt Fortin founder/master electrician single location,FALSE,FALSE,no public email on own domain (contact form only no email address shown on site),Residential and commercial: new construction renovation lighting HVAC wiring EV chargers infrared inspection; modern site 70+ Google reviews; Matt Fortin named owner
unqualified,Action Restoration,Concrete / foundation / waterproofing,B,https://actionrest.ca/,Ottawa,actionrest@yahoo.ca,https://actionrest.ca/contact-us/,,+1 613-294-9239,1,free_template,FAIL - modern WP site with cookie-consent manager; active TikTok/YouTube/Instagram marketing; recently redesigned (logo uploaded 2025-12); clearly has marketing vendor,FALSE,FALSE,size_filter_fail - cookie consent + active multi-platform social + recent site rebuild indicates current marketing vendor,Foundation repair + concrete work + underpinning + heritage masonry since 1996; mentions 24/7 availability; Instagram handle action_restoration_since_1996
unqualified,Summit Drain & Plumbing,Concrete / foundation / waterproofing,B,https://summitdrain.ca/,Ottawa,,,,613-355-7566,1,no_clear_cta,PASS - small Ottawa plumbing + waterproofing firm; BBB A+ badge; no franchise/multi-location signals,FALSE,FALSE,no public email - contact page shows phone + booking form only; no email visible on own site,Drain + plumbing + foundation waterproofing + crack injection; shows live 'Plumbers Available Now' date on site; BBB A+; modern clean site - low score
unqualified,Regional Crane Rentals,Crane / rigging / industrial equip,A,https://regionalcrane.ca/,Gloucester,info@regionalcrane.com,https://regionalcrane.ca/contact-us,David Burelle,613-748-7922,1,no_social_proof,PASS - single Gloucester Ottawa location family business since 1972; David Burelle owner,FALSE,FALSE,site_score below threshold,Since 1972; 35 boom trucks to 550 ton hydraulic mobile cranes; David Burelle owner; 6 named staff; active blog (March 2026 posts); 24/7 availability; ISN member; serves Ontario and Western Quebec from Ottawa base; modern GoDaddy site with active content marketing
unqualified,Rego Construction Group,Crane / rigging / industrial equip,A,https://regoconstruction.ca/,Navan (Ottawa),info@regoconstruction.ca,https://regoconstruction.ca/,,613-370-0158,1,stale_content,PASS - family-owned single Ottawa location 25+ years; small contractor team,FALSE,FALSE,site_score below threshold,25+ years experience; hoisting rigging boom trucks concrete demolition moving; WSIB covered; OCA member; Mechanical Contractors Assn partner; testimonials from 2020 under old name Rego Salvage; modern Wix site 2026 footer; free quote CTA prominent
unqualified,Ottawa Millwork ref.,Custom millwork / cabinet,A,https://ottawamillwork.ca/,Ottawa,,,Nick; Kevin,613-702-8086,1,no_clear_cta,"PASS - small local custom shop, 145 Spruce St Ottawa, active since ~2024",FALSE,FALSE,no public email - contact form only,"Custom live edge tables and commercial millwork; 4.4 Google rating; strong testimonials (Cama Industries GC, owner mentions Nick and Kevin in reviews); mentions call for quote; testimonial angle: exceeded expectations on restaurant renovation"
